Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Priority,Channel,Discount Amount,Cost Price,Sale Price,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
North America,Texas,Round Rock,ABC Computers,1,Asus,TUF Gaming A15,HDD,Anthony,Christian,001-461-701-2013x6057,qtaylor@example.com,Lori Washington,Repairs,Cash,High,Offline,736,25351,27958,2024-02-02,N/A,0,16GB,722,1831,415,25640,1TB
Africa,Morocco,Chichaoua,Jacks Hardware,8,HP,Chromebook,SSD,Paul,Hall,2507140709,elizabeth09@example.org,Brian Johnson,New Sales,Finance,High,Online,171,4813,9315,2021-11-13,2021-12-11,2212,4GB,717,0,132,6032,500GB
Africa,Nigeria,Oyo,XYZ Tech,5,Toshiba,Portege,SSD,Jonathan,Cook,001-520-845-7073,stevenmcmillan@example.com,Jennifer Wolf,New Sales,Bank Transfer,Medium,Online,28,3692,7163,2022-03-02,2022-03-18,0,2GB,471,0,373,5993,256GB
Africa,Tanzania,Tabora,S & A Computer Place,10,Toshiba,Satellite,HDD,Jessica,Anderson,+1-979-736-4200x6208,dsparks@example.com,Corey Rasmussen,Repairs,Cash,Medium,Offline,210,5412,9243,2022-02-21,N/A,0,2GB,468,1225,104,9162,256GB
Africa,Angola,Cabinda,Western International PCs,9,Microsoft,Surface Neo,SSD,Karen,Hines,608-127-4776x791,graydavid@example.net,Kimberly Duncan,Second-hand Sales,Bank Transfer,High,Offline,15,19607,22632,2023-07-18,N/A,0,8GB,537,0,991,22477,256GB
North America,North Carolina,Rocky Mount,ABC Computers,4,Dell,Alienware,HDD,Ryan,Moore,3361789630,laura22@example.com,Robert Wood,Returns,Finance,Medium,Online,738,9835,14412,2023-11-14,2023-11-28,41560,2GB,638,0,870,14410,1TB
North America,Illinois,Des Plaines,Frankies Hardware and Software,2,Lenovo,IdeaPad 5,HDD,Keith,Anderson,9957749127,bishopmatthew@example.net,Amanda Mitchell,Repairs,Finance,Low,Offline,337,25423,28986,2024-03-01,N/A,27841,16GB,461,3218,422,27048,500GB
Africa,Morocco,Khenifra,Benjis Tech,2,Apple,Apple MacBook Air,HDD,John,Rowland,(442)100-7708,kellerjason@example.org,Adam Schwartz,New Sales,Cash,High,Online,967,24828,28320,2022-09-12,2022-10-10,0,8GB,843,0,264,28267,1TB
North America,Texas,Round Rock,LJ Computers,3,MSI,GL65 Leopard,SSD,Melissa,Craig,128.593.1244x299,hkirby@example.org,Lori Washington,Second-hand Sales,Bank Transfer,High,Offline,262,28783,33321,2022-05-25,N/A,0,16GB,629,0,116,29626,500GB
North America,California,Stockton,Ricks Computers,4,Acer,ConceptD 5,SSD,Jonathon,Hawkins,+1-843-149-0392x64176,michael84@example.com,Ryan Bradley,Returns,Cash,Medium,Online,699,22712,24857,2022-07-12,2022-07-21,0,2GB,787,0,120,23514,500GB
Africa,Nigeria,Yobe,Mini Tech,1,Apple,Apple iMac,SSD,David,Tucker,771284087,garciaalexandra@example.net,Jennifer Wolf,New Sales,Finance,Low,Offline,366,19608,24209,2021-09-11,N/A,46864,2GB,594,0,876,21546,500GB
North America,North Carolina,Cary,Mini Tech,9,Lenovo,ThinkPad T14,SSD,Connor,Barron,(505)796-4401x85980,karen87@example.com,Robert Wood,Returns,Bank Transfer,Low,Offline,237,23685,27208,2023-02-06,N/A,0,8GB,591,0,676,24284,256GB
Africa,Botswana,Kweneng,Jacks Hardware,10,MSI,GS75 Stealth,SSD,Stephanie,Oconnor,+1-474-006-8213x82359,xedwards@example.com,Carrie Gonzalez,New Sales,Bank Transfer,Low,Online,506,10315,12695,2022-10-01,2022-10-16,0,8GB,428,0,209,11125,1TB
Africa,South Africa,Limpopo,Greens Laptops and PCs,9,Apple,Apple iMac,SSD,Sarah,Anderson,246-019-2735x82762,yesenia37@example.com,Erin Williams,Repairs,Cash,Medium,Online,613,24686,28886,2022-12-08,2022-12-22,0,16GB,576,3608,368,27447,256GB
North America,Ohio,Mansfield,KyaSand Tech Gadgets,4,Samsung,Notebook 9,SSD,Keith,Johnson,396-284-5802x93533,stanleyanderson@example.com,Mr. Nathan Douglas,Returns,Finance,Low,Online,190,16945,21629,2024-01-14,2024-01-28,35397,16GB,405,0,290,18349,1TB
North America,Georgia,Marietta,Mini Tech,6,Microsoft,Surface Neo,SSD,Dawn,Wilson,084.093.7200,sgoodwin@example.com,Renee Howell,Repairs,Finance,High,Offline,940,28376,32954,2024-01-13,N/A,31680,16GB,469,1162,770,30486,500GB
North America,North Carolina,Winston-Salem,KyaSand Tech Gadgets,10,Asus,TUF Gaming A15,HDD,Taylor,Ryan,+1-569-797-0081x2887,adrian31@example.net,Robert Wood,New Sales,Finance,Medium,Offline,829,8847,11922,2021-05-01,N/A,47019,16GB,702,0,262,8927,256GB
Africa,Nigeria,Akwa Ibom,KyaSand Tech Gadgets,5,Samsung,Notebook 5,HDD,Elizabeth,Gonzalez,229-043-5927x13548,erich@example.org,Randy Dillon,Second-hand Sales,Cash,Medium,Online,965,12369,15641,2024-02-17,2024-03-08,0,2GB,784,0,17,14474,500GB
Africa,Kenya,Migori,CK Tech Store,6,Asus,TUF Gaming A15,HDD,Brian,Jensen,322-741-2055x359,sarah31@example.net,Cassandra Mcmillan,Repairs,Cash,Low,Online,65,9401,12256,2023-04-30,2023-05-20,0,4GB,632,4971,50,10512,256GB
Africa,Morocco,Rabat,GHI Machines,7,Apple,Apple Mac Mini,SSD,Kevin,Clarke,637-092-4344,chaveztara@example.com,Emma Scott,Returns,Bank Transfer,High,Offline,851,11267,14156,2023-06-27,N/A,0,16GB,427,0,382,12563,1TB
North America,Texas,El Paso,CK Tech Store,3,Samsung,Notebook 7 Spin,SSD,Danielle,Khan,+1-688-094-6635x8870,dbailey@example.net,Melanie Taylor,Repairs,Bank Transfer,Medium,Online,605,10513,14370,2023-08-12,2023-08-26,0,16GB,575,1684,481,14083,500GB
North America,New York,Binghamton,Mini Tech,10,Dell,XPS,HDD,Kelli,Diaz,745.481.5498,carlos08@example.org,Natalie Jimenez,Returns,Finance,High,Offline,801,29670,33068,2023-08-28,N/A,15470,2GB,441,0,472,32261,256GB
Africa,Morocco,Khemisset,A & A PCs,7,Lenovo,IdeaPad Flex 5,SSD,Russell,Wood,+1-972-874-6150x30029,vmanning@example.net,John Whitney,Second-hand Sales,Finance,Low,Online,889,8908,13529,2022-12-11,2022-12-25,9144,16GB,408,0,679,9155,256GB
Africa,South Africa,Northern Cape,Jacks Hardware,3,Dell,G Series,SSD,Melissa,Snyder,7425518887,susan30@example.com,Patricia Jones,Second-hand Sales,Cash,High,Offline,966,15070,18920,2022-10-05,N/A,0,2GB,692,0,324,17594,1TB
North America,California,Los Angeles,ABC Computers,8,Apple,Apple MacBook Air,SSD,Glenda,Ritter,+1-022-830-2857,daniellehartman@example.com,Alyssa Martinez,New Sales,Bank Transfer,Medium,Online,981,29197,31855,2021-10-06,2021-10-11,0,16GB,517,0,428,31108,256GB
Africa,Ghana,Eastern,S & A Computer Place,4,Microsoft,Surface Pro,SSD,Nicole,Fox,720-751-8197,patricia22@example.net,Sheila Nichols,Second-hand Sales,Bank Transfer,High,Online,418,5107,7325,2022-01-07,2022-01-25,0,2GB,444,0,837,6787,1TB
Africa,Egypt,Luxor,Greens Laptops and PCs,1,MSI,Alpha 15,HDD,Jeff,Rodriguez,697-131-9641x2754,daniel10@example.org,Jeffrey Nelson,Repairs,Cash,Low,Online,994,10169,13257,2023-01-21,2023-02-19,0,16GB,817,3705,775,13049,256GB
North America,Michigan,Kalamazoo,GHI Machines,7,Samsung,Notebook 7 Spin,HDD,Raymond,Meadows,677-882-0814x8805,russellbrown@example.net,Elizabeth Martinez,Returns,Cash,Low,Online,385,29208,33514,2023-06-25,2023-07-07,0,4GB,763,0,584,33112,256GB
North America,Illinois,Tinley Park,Western International PCs,10,Apple,Apple Lisa,HDD,Tammy,King,001-510-080-7394x4280,brentdunn@example.org,Jeremy Thomas,Second-hand Sales,Cash,High,Online,620,29369,32810,2022-02-10,2022-03-05,0,4GB,611,0,181,30207,500GB
North America,Florida,Fort Lauderdale,GH PC Shop,6,Lenovo,ThinkCentre M920 Tiny,SSD,Elizabeth,Rice,657-509-4820,hensleytonya@example.com,William Macdonald,New Sales,Cash,Medium,Online,191,29586,32889,2023-12-14,2024-01-12,0,4GB,541,0,403,30825,500GB
North America,North Carolina,Chapel Hill,ABC Computers,2,MSI,GS75 Stealth,SSD,Brian,Johnson,001-939-732-7565x4087,kglover@example.net,Brady Walton,Second-hand Sales,Finance,Medium,Online,725,16772,19555,2022-01-12,2022-01-28,8104,16GB,718,0,276,16964,256GB
Africa,Ghana,Greater Accra,GH PC Shop,3,Microsoft,Surface Hub,SSD,Aaron,Edwards,356-053-5524,sharon76@example.com,Stephen Harmon,New Sales,Bank Transfer,Low,Online,4,29319,32982,2022-02-15,2022-03-16,0,8GB,410,0,291,30391,256GB
Africa,Ethiopia,Gambela,Frankies Hardware and Software,7,Dell,Precision,HDD,Ashley,Bray,(575)381-0373x076,katelynblack@example.org,Steven Walls,New Sales,Finance,High,Offline,391,15208,17881,2024-03-01,N/A,12764,2GB,422,0,984,16403,1TB
Africa,South Africa,Northern Cape,GH PC Shop,2,Lenovo,ThinkCentre M920 Tiny,HDD,Nicole,Hess,558.834.5941x161,hawkinskenneth@example.net,Erin Williams,Repairs,Finance,High,Online,418,7420,11267,2023-04-07,2023-04-16,31588,16GB,611,4347,512,11075,256GB
Africa,Nigeria,Cross River,Benjis Tech,7,Samsung,Notebook 9 Pen,SSD,Paul,Hensley,129-829-3555,davisrandy@example.com,Randy Dillon,Repairs,Finance,High,Offline,848,7996,12505,2022-07-24,N/A,4008,2GB,780,1050,899,10525,1TB
North America,New York,Hempstead,LJ Computers,4,Dell,Inspiron,SSD,Kristie,Wood,843-027-0869,andersonnina@example.net,Gabrielle Patterson,Repairs,Cash,High,Online,782,7459,10028,2024-02-03,2024-02-05,0,2GB,821,3144,842,8703,500GB
North America,Texas,Irving,ABC Computers,9,MSI,GP65 Leopard,HDD,Karen,Garcia,001-899-687-9845,brockmelissa@example.com,Michael Koch,Repairs,Cash,Low,Offline,530,18332,22756,2021-07-22,N/A,0,2GB,416,1705,759,20163,1TB
North America,Michigan,Warren,Mini Tech,10,HP,ZBook,SSD,Caleb,Welch,001-553-252-8001,mthompson@example.com,Kevin Padilla,Repairs,Finance,Low,Offline,341,5560,9594,2022-06-28,N/A,28424,16GB,622,1420,914,6049,500GB
North America,Illinois,Bloomington,Mini Tech,3,Samsung,Notebook 9,SSD,Denise,Doyle,+1-447-091-7684x11653,tammy19@example.com,Amanda Mitchell,Second-hand Sales,Finance,High,Online,400,27025,30824,2021-11-22,2021-12-17,15359,16GB,581,0,575,28558,1TB
North America,Michigan,Ann Arbor,Western International PCs,4,Microsoft,Surface Laptop,SSD,Paul,Edwards,(670)981-9291x564,shelly26@example.net,Casey Dunn,New Sales,Bank Transfer,Medium,Online,536,21292,24550,2022-01-23,2022-02-02,0,16GB,705,0,147,22903,256GB
Africa,Kenya,West Pokot,Western International PCs,2,Acer,Predator Helios 300,HDD,Tracy,Potter,848.426.9764x5614,zclark@example.com,David Ellis,Second-hand Sales,Cash,Medium,Offline,777,28273,33150,2021-05-22,N/A,0,16GB,784,0,866,28375,500GB
North America,North Carolina,Cary,GHI Machines,4,Samsung,Notebook 9,HDD,William,Gonzales,(335)479-8303,psteele@example.com,Brittany Franklin,Second-hand Sales,Finance,Medium,Offline,225,28821,31278,2022-06-17,N/A,33389,8GB,512,0,334,29509,256GB
Africa,Kenya,Tana River,GHI Machines,5,HP,ZBook,HDD,Robert,Davis,+1-976-456-1632,megangriffith@example.org,David Ellis,Second-hand Sales,Cash,Medium,Online,383,9378,12893,2022-07-30,2022-08-08,0,16GB,522,0,711,11260,256GB
Africa,Egypt,Sharqia,Mini Tech,6,Asus,ROG Zephyrus S GX701,HDD,Michael,Gutierrez,322.841.5458x410,brianjohnson@example.org,Allison Gilbert,New Sales,Finance,Low,Offline,883,18428,22660,2023-08-30,N/A,44339,2GB,572,0,908,22596,256GB
North America,North Carolina,Morganton,Ricks Computers,9,Samsung,Notebook 9 Pen,HDD,Nicholas,Davis,001-276-569-1685x3455,david87@example.org,Calvin Rich,Second-hand Sales,Finance,Low,Online,107,11402,16345,2022-04-23,2022-04-25,49445,16GB,816,0,44,15110,256GB
Africa,Kenya,Kilifi,ABC Computers,10,Dell,OptiPlex,HDD,Anthony,Parker,087-276-3473,charles99@example.org,Christopher Santos,Returns,Finance,High,Offline,719,8147,12238,2023-06-13,N/A,18176,4GB,561,0,958,9862,256GB
North America,Florida,Pembroke Pines,Mini Tech,5,Acer,Predator Triton 500,HDD,James,Espinoza,8489176232,rlewis@example.com,Mary Kidd,Second-hand Sales,Bank Transfer,Medium,Offline,821,8721,13689,2022-08-11,N/A,0,4GB,728,0,672,10952,500GB
Africa,Ethiopia,Benishangul-Gumuz,GH PC Shop,6,Microsoft,Surface Pro,HDD,Madison,Anderson,001-473-469-4426,turnersally@example.org,Joseph Good,Second-hand Sales,Finance,Low,Online,891,16978,21454,2021-04-23,2021-05-12,32835,2GB,675,0,125,19675,1TB
Africa,Morocco,Ouarzazate,GHI Machines,8,Acer,Swift 3,SSD,Christopher,Thomas,657-213-1223x40427,james31@example.com,Gwendolyn Thomas,Second-hand Sales,Finance,Medium,Online,51,13259,15345,2022-03-13,2022-04-07,32258,2GB,417,0,71,14497,1TB
North America,Georgia,Columbus,ABC Computers,2,Dell,OptiPlex,HDD,John,Thompson,(834)066-0586x08301,alexis66@example.org,Rebecca Brown,Returns,Cash,Low,Offline,511,24482,28666,2024-02-10,N/A,0,16GB,486,0,709,28414,1TB
North America,Pennsylvania,Hermitage,Frankies Hardware and Software,2,Asus,ROG Strix Scar III,HDD,Heather,Sexton,(701)584-2817,munozdawn@example.com,Leah Watts,Returns,Finance,Medium,Online,18,11844,15296,2023-08-31,2023-09-29,47397,2GB,622,0,808,12736,500GB
Africa,Kenya,Kwale,GH PC Shop,9,Asus,VivoBook S14,SSD,Benjamin,Jimenez,(673)504-4921x71046,morrisonkaren@example.com,Kenneth Moore,Returns,Bank Transfer,High,Offline,863,7931,12816,2021-08-28,N/A,0,2GB,435,0,348,11891,1TB
Africa,Botswana,Central,Western International PCs,3,Toshiba,Chromebook,SSD,Robert,Walsh,001-781-422-0928x807,ncarpenter@example.net,Lisa Williams,Returns,Finance,Low,Offline,972,14950,19948,2021-10-22,N/A,43246,4GB,782,0,426,18533,1TB
Africa,Egypt,Faiyum,ABC Computers,4,Apple,Apple Power Mac G5,SSD,Lauren,Parrish,001-334-897-2632x4973,carlsonbrian@example.net,Robert Hudson,Repairs,Finance,Low,Offline,109,11263,14190,2023-07-18,N/A,5771,4GB,638,4631,305,13276,256GB
North America,Texas,Round Rock,GHI Machines,5,Asus,ZenBook UX425,HDD,Deborah,Thomas,278-625-4334x06201,aharris@example.org,Courtney Morgan,Repairs,Bank Transfer,High,Online,937,3091,6717,2021-05-18,2021-05-21,0,8GB,497,1334,770,4881,1TB
North America,North Carolina,Asheville,ABC Computers,9,MSI,GF63 Thin,SSD,Tara,Willis,234-049-6600x08424,tamaraharrison@example.org,Tamara Clark,Second-hand Sales,Finance,Medium,Offline,786,6830,11439,2021-08-26,N/A,11503,4GB,755,0,801,7778,1TB
North America,Georgia,Kennesaw,Jacks Hardware,8,Samsung,Notebook 7 Spin,SSD,Donald,Meza,162.210.4144,andersonjennifer@example.com,Renee Howell,Returns,Finance,High,Offline,257,11432,13752,2024-02-26,N/A,16705,8GB,801,0,332,13479,256GB
Africa,Nigeria,Enugu,ABC Computers,5,MSI,Alpha 15,HDD,Emily,Jackson,672-987-9803x91797,chandlerpaul@example.net,Pamela Morgan,New Sales,Cash,Low,Offline,229,22754,25607,2023-11-25,N/A,0,2GB,593,0,375,23766,1TB
North America,New York,Rochester,GHI Machines,1,MSI,GP65 Leopard,HDD,Richard,Harrison,(836)736-4294x656,jamesferguson@example.com,Jake Lee,Returns,Bank Transfer,High,Offline,324,29924,34139,2022-07-11,N/A,0,4GB,460,0,423,33668,500GB
Africa,Morocco,Casablanca-Settat,ABC Computers,4,HP,Omen,HDD,Lisa,Garcia,(329)588-7858x539,mmoore@example.com,Emma Scott,Second-hand Sales,Bank Transfer,Low,Online,213,5001,9515,2023-11-14,2023-11-30,0,2GB,670,0,946,8770,1TB
Africa,Egypt,Giza,LJ Computers,2,Toshiba,Portege,HDD,Maxwell,Smith,(372)099-3030,brittany34@example.org,Michael Gibson,Second-hand Sales,Finance,High,Offline,526,13520,18002,2021-03-24,N/A,40416,8GB,530,0,390,17786,1TB
North America,New York,Glen Cove,KyaSand Tech Gadgets,3,Toshiba,Satellite,SSD,Barry,Pearson,+1-782-515-6906,aaron46@example.org,Gabrielle Patterson,New Sales,Bank Transfer,High,Offline,622,17759,21802,2022-11-02,N/A,0,4GB,843,0,160,18207,1TB
North America,Georgia,Dalton,Ricks Computers,9,Lenovo,ThinkPad X13 Yoga,HDD,Jeremy,Ward,417-314-4748x61991,jamesbriggs@example.net,Chris Jones,New Sales,Bank Transfer,Low,Offline,884,8779,13364,2022-06-23,N/A,0,2GB,575,0,495,10954,500GB
Africa,Ethiopia,Oromia,S & A Computer Place,3,Microsoft,Surface Pro,SSD,Natalie,Mason,513-882-5423x200,blamb@example.org,Christopher Nicholson,New Sales,Finance,Low,Offline,216,27208,31935,2022-05-29,N/A,22539,4GB,407,0,297,28823,256GB
Africa,Angola,Zaire,GHI Machines,10,Asus,TUF Gaming A15,SSD,Michael,Mason,486.728.1968,josephgiles@example.org,John Graham,New Sales,Finance,Medium,Offline,364,10302,13516,2022-04-17,N/A,48014,2GB,632,0,164,10707,500GB
North America,New York,Utica,Benjis Tech,4,Microsoft,Surface Laptop,HDD,Penny,Khan,032-864-9797x5976,richard70@example.com,Jake Lee,Second-hand Sales,Cash,Medium,Online,271,29374,33221,2022-09-07,2022-09-08,0,4GB,760,0,739,32603,500GB
Africa,South Africa,KwaZulu-Natal,GHI Machines,8,Samsung,Galaxy Book S,SSD,David,King,+1-424-497-0022x872,pageangela@example.org,Mary Nelson,Returns,Bank Transfer,High,Offline,785,2603,4853,2021-09-15,N/A,0,4GB,678,0,447,4756,1TB
North America,New York,Saratoga Springs,XYZ Tech,4,Microsoft,Surface Neo,SSD,Julie,Henderson,735.096.1972x359,lmyers@example.com,Jake Lee,Repairs,Bank Transfer,Low,Online,851,5438,8434,2023-02-04,2023-02-15,0,16GB,738,3843,238,7258,256GB
Africa,Tanzania,Pwani,A & A PCs,6,Microsoft,Surface Go,HDD,Diane,Fuentes,783.446.3470x878,deniseaguirre@example.org,Mary Fisher,Returns,Finance,Medium,Online,654,22894,27537,2022-04-07,2022-05-07,44060,8GB,783,0,765,25425,1TB
North America,Texas,Denton,A & A PCs,3,HP,Elitebook,SSD,Keith,Washington,(966)898-7151,boydamber@example.net,Diana Rodriguez,New Sales,Cash,Low,Online,182,29754,34164,2024-02-17,2024-03-08,0,8GB,433,0,66,32614,1TB
North America,Michigan,Dearborn,Frankies Hardware and Software,7,Samsung,Galaxy Book S,SSD,Dillon,Brown,+1-162-140-7062x80906,harrisjose@example.com,Kevin Padilla,Repairs,Bank Transfer,Medium,Offline,604,16040,20852,2021-09-06,N/A,0,4GB,449,1060,579,16717,1TB
North America,Texas,Killeen,KyaSand Tech Gadgets,3,Asus,ROG Strix Scar III,SSD,James,Larsen,653.839.6548x45975,kcole@example.com,Courtney Morgan,Repairs,Bank Transfer,High,Online,612,25918,28214,2021-09-13,2021-09-16,0,2GB,724,4568,204,28143,1TB
North America,North Carolina,Wilmington,Benjis Tech,1,HP,Chromebook,SSD,Wendy,Bradley,(361)684-2873x25548,sheila21@example.net,Craig Wheeler,Second-hand Sales,Bank Transfer,Medium,Offline,13,9818,13982,2023-11-08,N/A,0,16GB,687,0,382,13495,256GB
Africa,South Africa,Northern Cape,A & A PCs,8,MSI,GF63 Thin,HDD,Bianca,Simmons,942-249-4187x48123,lbarnett@example.com,Carol Smith,Returns,Cash,Low,Online,968,27783,30339,2023-11-12,2023-11-21,0,4GB,807,0,739,27806,256GB
Africa,Ethiopia,Benishangul-Gumuz,ABC Computers,5,Toshiba,Chromebook,HDD,Mark,Brooks,097.204.6697x76464,jessicaramirez@example.net,Kenneth Herring,New Sales,Cash,Low,Online,775,11246,13962,2022-01-26,2022-02-17,0,2GB,808,0,139,13786,1TB
Africa,Ethiopia,Somali,Benjis Tech,1,Samsung,Notebook Flash,SSD,Angela,Long,320.015.6256x6132,gary58@example.com,Alexa Hopkins,Second-hand Sales,Bank Transfer,Low,Online,623,7475,12051,2021-06-08,2021-06-19,0,2GB,847,0,952,11586,500GB
Africa,Ethiopia,Tigray,Mini Tech,10,Microsoft,Surface Go,SSD,Nicholas,Jennings,(220)809-4496x8606,cannoncrystal@example.net,Joseph Good,Second-hand Sales,Finance,Medium,Online,591,27264,29633,2023-02-04,2023-02-10,22686,16GB,425,0,256,28078,1TB
Africa,Morocco,Guelmim-Oued Noun,LJ Computers,8,Asus,Chromebook Flip C434,SSD,Michele,Boyd,+1-289-606-7861x5343,valerie50@example.net,Amy Owens,New Sales,Finance,High,Offline,411,5637,9152,2021-10-22,N/A,25431,8GB,813,0,128,6927,500GB
Africa,Egypt,Giza,Ricks Computers,10,Dell,XPS,HDD,Lauren,Rogers,001-480-379-3061x8394,zthomas@example.net,Christina Garza,Repairs,Finance,Medium,Offline,793,24125,26473,2022-10-16,N/A,48265,16GB,645,2381,687,24986,500GB
Africa,Morocco,Jerada,Mini Tech,8,Dell,OptiPlex,SSD,Jacqueline,Jones,(285)260-1761x574,joseph37@example.net,John Whitney,New Sales,Bank Transfer,Low,Online,777,9858,11979,2024-03-08,2024-03-19,0,16GB,444,0,615,10676,500GB
North America,Pennsylvania,Chester,ABC Computers,6,Samsung,Notebook 7 Spin,SSD,Tammie,Estrada,001-747-740-6961x6446,elizabethrobinson@example.org,Beth James,Returns,Finance,Medium,Online,942,19797,23158,2023-11-06,2023-11-21,3415,4GB,560,0,297,21075,256GB
Africa,Tanzania,Pemba Kaskazini,ABC Computers,5,Acer,Swift 3,HDD,Michael,Price,220-513-6243x0280,frederickreyes@example.net,Aaron Taylor,Returns,Cash,Low,Online,385,11813,13864,2023-04-29,2023-05-11,0,2GB,631,0,189,11854,1TB
Africa,Botswana,North-East,Frankies Hardware and Software,5,Lenovo,IdeaPad Flex 5,SSD,Courtney,Johnson,+1-127-160-1756x8083,archerdaniel@example.org,Susan Nelson,Repairs,Finance,Low,Online,990,10477,12891,2023-09-16,2023-10-13,26981,2GB,427,4536,799,11817,500GB
Africa,Egypt,Port Said,Mini Tech,4,MSI,GP65 Leopard,SSD,William,Graves,507.900.6968x2801,rachelcox@example.com,Kelly Christian,New Sales,Finance,Low,Online,341,21410,23950,2023-05-16,2023-05-24,25226,8GB,784,0,148,21809,500GB
Africa,South Africa,Free State,GH PC Shop,8,HP,Chromebook,SSD,Chad,Wiley,(056)191-5508x510,shannonjackson@example.org,Erin Williams,New Sales,Finance,High,Online,433,8453,11822,2022-07-21,2022-08-16,34967,2GB,415,0,54,8548,1TB
North America,Georgia,Marietta,Benjis Tech,1,Lenovo,ThinkPad T14,HDD,Amy,Jackson,969-310-8631x8996,oscarbrown@example.com,Ashley Thomas,Repairs,Cash,Low,Offline,462,4233,8465,2022-11-15,N/A,0,4GB,791,4182,371,7531,500GB
North America,Ohio,Warren,S & A Computer Place,10,HP,Omen,SSD,Chase,Huynh,+1-274-969-6979,rogerschristopher@example.org,Diamond Baker,Returns,Bank Transfer,Medium,Online,192,26098,30506,2021-08-31,2021-09-15,0,4GB,523,0,706,30361,1TB
North America,Florida,Davie,XYZ Tech,3,HP,ZBook,SSD,Daniel,Sullivan,578.110.8998,sanchezsusan@example.com,Deborah Anderson MD,Second-hand Sales,Finance,High,Offline,601,5890,9887,2022-03-15,N/A,44169,2GB,454,0,128,8450,500GB
Africa,Ethiopia,Afar,GH PC Shop,4,Lenovo,ThinkPad X13 Yoga,HDD,Peter,Gonzalez,001-207-385-1709x60448,lisabutler@example.net,Joseph Good,Repairs,Cash,Medium,Offline,990,14757,17743,2022-06-02,N/A,0,8GB,644,3291,910,15643,1TB
North America,California,Riverside,KyaSand Tech Gadgets,7,Lenovo,ThinkPad X1 Yoga,SSD,Brian,Williams,548-911-1506,lauramason@example.net,Larry Smith,Repairs,Bank Transfer,High,Offline,192,24938,29665,2022-03-30,N/A,0,8GB,679,1181,296,25538,500GB
North America,Pennsylvania,Easton,KyaSand Tech Gadgets,5,Asus,VivoBook S14,SSD,Steven,Kidd,(678)237-3785x188,maldonadobrian@example.com,Michael Chan,Returns,Bank Transfer,High,Online,184,4347,9283,2023-05-08,2023-05-15,0,16GB,414,0,209,9144,256GB
North America,Pennsylvania,Lebanon,DEF Machines,3,Acer,Swift 3,HDD,David,Tate,+1-679-477-0263x3222,lscott@example.net,Michael Smith,Returns,Cash,Medium,Online,992,21757,25471,2023-04-05,2023-04-10,0,2GB,455,0,822,23264,256GB
